|title|id|Action|Casual|Indie|Simulation|Strategy|Free to Play|RPG|Sports|Adventure|Racing|Early Access|Massively Multiplayer|Animation &amp; Modeling|Video Production|Utilities|Web Publishing|Education|Software Training|Design &amp; Illustration|Audio Production|Photo Editing|Accounting
102113|Haunted Dream House|747130.0|0|0|1|0|1|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102114|Top Secret|613980.0|1|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102115|BrainyJoy|732010.0|0|1|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102116|Desert Bus VR|638110.0|0|1|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102117|Bullseye|719280.0|1|1|1|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
102118|Rising Storm 2: Vietnam - Pulling Rank Cosmetic DLC|737270.0|1|0|1|1|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
102119|Dream Channel|744660.0|0|1|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102120|Space Panic Defense|746540.0|0|1|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102121|Frontiers.io - Expansion Pack 4|760130.0|1|1|1|1|1|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0
102122|HALUNAZI|622820.0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102123|Lines Infinite by Nestor Yavorskyy|733050.0|0|1|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102124|Darkest Wave|653920.0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102125|Deathlands|688210.0|0|0|1|0|1|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0
102126|Dragon Orb|711600.0|1|1|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102127|C64 &amp; AMIGA Classix Remakes Sixpack 2|751680.0|1|1|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
102128|Chopper Battle New Horizon|751870.0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102129|The Under|726160.0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102130|CRUSH &amp; SQUASH|740740.0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102131|FURIDASHI - PREMIUM CAR: 2002 GTR-34|755180.0|0|0|0|1|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0
102132|Intergalactic traveler: The Omega Sector|752080.0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102133|Maze of Gaea（Real Maze VR Simulation）|727900.0|0|0|0|1|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102134|FURIDASHI - PREMIUM CAR: 1995 MRKII|756721.0|0|0|0|1|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0
102135|FURIDASHI - PREMIUM CAR: 1989 3S COUPE|755190.0|0|0|0|1|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0
102136|Space Rocks|748010.0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102137|Yi and the Thousand Moons|701730.0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102138|Znkl - 177|745380.0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102139|Archamon|350880.0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102140|Djilyaro|740320.0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102141|The House of Da Vinci|522470.0|0|0|1|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102142|Titanic VR|741430.0|1|0|0|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
102143|Strange Things|751080.0|1|1|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102144|Gloria Victis - Supporter Pack|758290.0|1|0|1|0|0|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
102145|Spinning Around|749670.0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102146|Yissa Deep Realms|750960.0|1|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102147|DCS: Normandy 1944 Map|684850.0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102148|DCS: World War II Assets Pack|684851.0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102149|Spitfire: Epsom Campaign|695860.0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102150|Tevris|748520.0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102151|"Barrimean Jungle |AUDIO PACK|"|757750.0|1|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102152|Black Desert Online - Limited Package|730630.0|1|0|0|1|1|0|1|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0
102153|Prey with Gun 带枪的猎物|718940.0|0|1|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102154|Black Desert Online - Prime Package|730631.0|1|0|0|1|1|0|1|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0
102155|Fariwalk: The Prelude|738560.0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102156|SoM Soul Of Mask|725020.0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102157|Black Desert Online - Legendary Package|730632.0|1|0|0|1|1|0|1|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0
102158|Orblitz|746360.0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102159|War of Rights|424030.0|1|0|1|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
102160|Darkblood Chronicles|604920.0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102161|4-in-1 IQ Scale Bundle|751750.0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102162|Battleship Lonewolf|732470.0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102163|Bunny Mania 2|746770.0|0|1|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102164|Reflex|745740.0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102165|VRC PRO GT3 chassis and components pack|678733.0|1|1|1|1|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0
102166|Unsettled|699010.0|0|0|1|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0
102167|Steam: Rails to Riches - Southwestern France Map|759230.0|0|1|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102168|Mille Bornes|702510.0|0|1|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
102169|Knife Battles|731640.0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
102170|Cube Color|748430.0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102171|PAYDAY 2: h3h3 Character Pack|758420.0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102172|Hell Space|727490.0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102173|Super Trashforce|710520.0|1|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102174|Super Trashforce Artworks|720720.0|1|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102175|Super Trashforce OST|720810.0|1|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102176|Shark Simulator|708340.0|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102177|ReturnState|719340.0|1|0|1|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0
102178|Santa's vacation|741770.0|1|0|1|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102179|Super Meat Shooter|745340.0|1|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102180|Alchemist Defender VR|602160.0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102181|Warface - Battle Royale|754660.0|1|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
102182|Eventide 2: Sorcerer's Mirror - Artbook &amp; Soundtrack|709300.0|0|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102183|Barrels Up|728950.0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102184|The Mystery of the Uurnog|755200.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102185|Bakery|746620.0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102186|Insects runner|749600.0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102187|Dong-Jin Rice-hime -Expansion Pack|716910.0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102188|Grandpa and the Zombies|732390.0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102189|Gremlins, Inc. – Card Game, Print &amp; Play Set|748260.0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102190|Fluffy Friends 2 - Wallpapers &amp; OST|756620.0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102191|The Music of Star Story: The Horizon Escape - Game OST|712350.0|1|1|1|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102192|Flight Sim World: Kahului Air Mission Pack|630918.0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102193|Squarism: Soundtrack|750640.0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102194|Broadway: 1849|757080.0|0|0|1|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102195|Way of Defector - Character Joo Yong-hyun|742820.0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102196|Way of Defector - Soundtrack, Artbook|718700.0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102197|Hopalong: The Badlands|555600.0|1|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102198|Cosmonator|656740.0|1|0|1|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
102199|Zaccaria Pinball - Hot Wheels 2017 Table|753120.0|1|1|1|1|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102200|Blacksquad - Welcome Fortune Box|654180.0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102201|HEX: Dead of Winter Bundle|753040.0|0|0|0|0|1|1|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102202|Chocolate makes you happy|749340.0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102203|The Word Is Not The Thing|730700.0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102204|Wolfenstein II: The New Colossus|612880.0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102205|Escape Camp Waddalooh|742220.0|0|0|1|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102206|WORLD OF FINAL FANTASY®|552700.0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102207|Assassin's Creed® Origins - Horus Pack|662353.0|1|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102208|TileSetGenerator|625100.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1|0|0|0
102209|My Coloring Book: Transport|739210.0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102210|Rocksmith® 2014 Edition – Remastered – Halestorm Song Pack|637783.0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102211|Leap!|714430.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102212|Rocksmith® 2014 Edition – Remastered – Halestorm - “I Miss the Misery”|637784.0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102213|Rocksmith® 2014 Edition – Remastered – Halestorm - “Mz. Hyde”|637786.0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102214|Rocksmith® 2014 Edition – Remastered – Halestorm - “I Get Off”|637785.0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102215|Dead Space: Aftermath|691820.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102216|WWE 2K18 - NXT Generation Pack|706090.0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102217|Don't Sink|710610.0|0|1|1|0|0|0|1|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0
102218|Mysterium - Secrets &amp; Lies|563780.0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102219|Mystery Case Files: The Revenant's Hunt Collector's Edition|749080.0|0|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102220|Champions of Aerial|701940.0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102221|CarX Drift Racing Online - Gold|752450.0|0|0|0|1|0|0|0|1|0|1|0|1|0|0|0|0|0|0|0|0|0|0
102222|BLUE REFLECTION - Vacation Style Set B (Yuzu, Shihori, Kei)|688259.0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102223|BLUE REFLECTION - Vacation Style Set A (Hinako, Sarasa, Mao)|688258.0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102224|BLUE REFLECTION - Vacation Style Set C (Lime, Fumio, Chihiro)|688270.0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102225|BLUE REFLECTION - Vacation Style Set D (Sanae, Ako, Yuri)|688271.0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102226|BLUE REFLECTION - Vacation Style Set E (Rin, Kaori, Rika)|688272.0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102227|BLUE REFLECTION - Special Event|688273.0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102228|VR Roller Coaster - Cave Depths|748270.0|1|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102229|Pure Mind|746800.0|1|1|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102230|Middle-earth™: Shadow of War™ - Slaughter Tribe Nemesis Expansion|561630.0|1|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102231|Solitaire|748540.0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102232|SpacePig|748910.0|0|1|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102233|Tico|748980.0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102234|PlayClaw 6 - Game Recording, Streaming, Overlays|746390.0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|0|1|0|1|0|0
102235|Yatzy|749010.0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102236|My Way VR|687730.0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102237|Fantasy Grounds - Mythic Monsters #13: Dragons (PFRPG)|755730.0|0|0|1|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102238|❂ Heroes of Hexaluga ❂|728050.0|0|0|1|0|1|0|1|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0
102239|Fantasy Grounds - Prepared 2: A Dozen One Shot Adventures for 5th Edition (5E)|752990.0|0|0|1|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102240|VR Squash 2017|563610.0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102241|Super 123|711700.0|1|1|1|1|1|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102242|Family Jewels|738730.0|1|1|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102243|RPG Maker MV - FES Resource Pack|741370.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|0|0|0
102244|Glitchbuster|661360.0|1|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102245|FROG X BIRD|700140.0|1|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102246|Operation: Polarity Hook|689130.0|1|0|1|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0
102247|VEGA Conflict - Enforcer Pack|745801.0|0|0|0|0|1|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
102248|Aerofly FS 2 Flight Simulator|434030.0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102249|VEGA Conflict - Dread Battleship Pack|753000.0|0|0|0|0|1|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
102250|VEGA Conflict - Dominion Carrier Pack|753003.0|0|0|0|0|1|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
102251|VEGA Conflict - Hellfire Battleship Pack|753002.0|0|0|0|0|1|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
102252|VEGA Conflict - Exterminator Pack|745802.0|0|0|0|0|1|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
102253|VEGA Conflict - Punisher Cruiser Pack|753004.0|0|0|0|0|1|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
102254|VEGA Conflict - Paladin Pack|745800.0|0|0|0|0|1|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
102255|VEGA Conflict - Python Cutter Pack|753001.0|0|0|0|0|1|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
102256|VEGA Conflict - Exodus Pack (Discounted)|639525.0|0|0|0|0|1|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
102257|Base Defense|632730.0|1|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102258|Battle Chef Brigade|452570.0|1|0|1|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102259|Lab 03 Yrinth : Master Levels 2|749230.0|1|1|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102260|VoiceWarrior|601780.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0
102261|MarionetteAI|652520.0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102262|Battle Chef Brigade - Soundtrack|743790.0|1|0|1|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102263|Wonky Ship - The Everything Pack|756140.0|1|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102264|Wonky Ship - Shipwright|756120.0|1|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102265|Wonky Ship - Master of Coin|756121.0|1|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102266|Wonky Ship - Black Hole Down Pack|756130.0|1|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102267|Star Boss|519890.0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102268|Olson's Boxing Challenge|747790.0|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102269|Pairs|732950.0|0|0|1|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102270|CyberLink ActionDirector 3|501610.0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|1|0|0|1|1|0|0
102271|Tanki X: Steam Pack|754630.0|1|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
102272|Take the Cake|500440.0|1|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102273|Puzzle Mania|665160.0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102274|Seek Not a Lighthouse|748730.0|1|0|1|0|1|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102275|Tower Fortress|593700.0|1|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102276|Armored Warfare - T-72AV General’s Pack|753480.0|1|1|0|1|1|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
102277|Armored Warfare - BMPT Standard Pack|753500.0|1|1|0|1|1|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
102278|Armored Warfare - T-72AV Officer’s Pack|753470.0|1|1|0|1|1|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
102279|Arkhan Force Grey Pack|756954.0|1|0|1|0|1|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102280|Armored Warfare - T-72AV Standard Pack|753460.0|1|1|0|1|1|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
102281|Calliope Force Grey Pack|756950.0|1|0|1|0|1|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102282|Complete Force Grey Pack|756955.0|1|0|1|0|1|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102283|Jamilah Force Grey Pack|756953.0|1|0|1|0|1|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102284|Hitch Force Grey Pack|756951.0|1|0|1|0|1|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102285|DC Universe Online™ - Episode 30: Earth 3|757020.0|1|0|0|0|0|1|1|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0
102286|Umineko When They Cry - Answer Arcs|639490.0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102287|Pro Farm Manager|517270.0|0|0|0|1|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
102288|TYRED|661340.0|1|1|1|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
102289|Naval Legends|738640.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102290|Slam Fighter II|708780.0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102291|HexaMon|743480.0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102292|Tyril Force Grey Pack|756952.0|1|0|1|0|1|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102293|THE LAST BLADE 2|702110.0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102294|Lab 03 Yrinth : Salina Archive Map Pack|747420.0|1|1|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102295|Space Shaft|747700.0|1|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102296|Great War 1914|739200.0|1|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102297|Qbik|618470.0|0|1|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102298|Prehistorik|745870.0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102299|Super Skelemania|730920.0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102300|Mobile Empire|741260.0|0|1|1|1|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
102301|Achievement Clicker|743640.0|1|1|1|1|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102302|Achievement Clicker - Soundtrack|752350.0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102303|Choice of the Ninja|752850.0|0|0|1|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102304|Choice of the Rock Star|752830.0|0|0|1|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102305|Mystery Stone from Heaven|744630.0|0|1|0|1|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102306|Sport Topwater Night Pack|591983.0|0|0|0|1|0|1|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0
102307|Sleeping Dawn|742900.0|1|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102308|Hardy Only One|726170.0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102309|Witchcraft|577000.0|1|0|1|0|1|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
102310|FPS - Fun Puzzle Shooter|697850.0|1|1|1|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102311|ZombVR|523940.0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102312|Burn, Clown, Burn!|740150.0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102313|NO ONE|735540.0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102314|Google Spotlight Stories: Sonaria|713320.0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102315|HEXOPODS|729990.0|1|1|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102316|Minimancer|734490.0|0|1|1|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102317|Wars and Battles: Normandy|738580.0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102318|Idolzzz|743410.0|0|1|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102319|Bryan Audley's Numbers|713920.0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102320|Bridge to Another World: The Others Collector's Edition|748580.0|0|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102321|connect - Virtual Home (3D or VR)|703060.0|0|0|1|1|0|1|1|0|0|0|1|1|0|0|1|0|0|0|1|0|0|0
